"UPDATED","ENTRY_DATE","EVENT_LCL_DATE","EVENT_LCL_TIME","LOC_CITY_NAME","LOC_STATE_NAME","LOC_CNTRY_NAME","RMK_TEXT","EVENT_TYPE_DESC","FSDO_DESC","REGIST_NBR","FLT_NBR","ACFT_OPRTR","ACFT_MAKE_NAME","ACFT_MODEL_NAME","ACFT_MISSING_FLAG","ACFT_DMG_DESC","FLT_ACTIVITY","FLT_PHASE","FAR_PART","MAX_INJ_LVL","FATAL_FLAG","FLT_CRW_INJ_NONE","FLT_CRW_INJ_MINOR","FLT_CRW_INJ_SERIOUS","FLT_CRW_INJ_FATAL","FLT_CRW_INJ_UNK","CBN_CRW_INJ_NONE","CBN_CRW_INJ_MINOR","CBN_CRW_INJ_SERIOUS","CBN_CRW_INJ_FATAL","CBN_CRW_INJ_UNK","PAX_INJ_NONE","PAX_INJ_MINOR","PAX_INJ_SERIOUS","PAX_INJ_FATAL","PAX_INJ_UNK","GRND_INJ_NONE","GRND_INJ_MINOR","GRND_INJ_SERIOUS","GRND_INJ_FATAL","GRND_INJ_UNK","Unk inj none","Unk inj minor","Unk inj serious","Unk inj fatal","Unk inj unk"
"No","31-MAR-26","30-MAR-26","21:50:00Z","NEWARK","OHIO","UNITED STATES","AIRCRAFT EXECUTED A GEARS-UP TOUCH-AND-GO INCURRING A PROP STRIKE AND DIVERTED TO VTA, NEWARK, OH.","INCIDENT","COLUMBUS FSDO","N383SS","","","CESSNA","441","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","31-MAR-26","30-MAR-26","19:28:00Z","HILO","HAWAII","UNITED STATES","AIRCRAFT STRUCK A BIRD AND POST FLIGHT INSPECTION REVEALED DAMAGE TO THE RIGHT LANDING LIGHT, HILO, HI.","INCIDENT","HONOLULU FSDO","N494HA","ASA1032","ALASKA AIRLINES","BOEING","717","No","UNKNOWN","COMMERCIAL","APPROACH (APR)","121","NONE","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","31-MAR-26","30-MAR-26","17:17:00Z","SPOKANE","WASHINGTON","UNITED STATES","AIRCRAFT NOSE GEAR COLLAPSED ON LANDING, SPOKANE, WA.","INCIDENT","SPOKANE FSDO","N5810Z","","","MOONEY","M20K","No","MINOR","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","31-MAR-26","30-MAR-26","22:18:00Z","PONTIAC","MICHIGAN","UNITED STATES","AIRCRAFT DECLARED AN EMERGENCY DUE TO SMOKE IN THE COCKPIT, LANDED AND POST FLIGHT INSPECTION REVEALED EVIDENCE OF ELECTRICAL FIRE IN THE LOWER AREA OF THE COCKPIT, PONTIAC, MI.","INCIDENT","EAST MICHIGAN FSDO","N6996K","","","PIPER","PA22","No","UNKNOWN","PERSONAL","EN ROUTE (ENR)","91","MINOR","No","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","02-APR-26","01-APR-26","19:09:00Z","HOUSTON","TEXAS","UNITED STATES","AIRCRAFT ON LANDING VEERED OFF RUNWAY, CROSSED A TAXIWAY AND WENT INTO A DITCH, HOUSTON, TX.","ACCIDENT","HOUSTON FSDO","N6569M","","","CESSNA","182","No","SUBSTANTIAL","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","02-APR-26","01-APR-26","20:35:00Z","OCEAN CITY","NEW JERSEY","UNITED STATES","AIRCRAFT LANDED AND OVERSHOT THE END OF THE RUNWAY FOR UNKNOWN REASONS, OCEAN CITY, NJ.","INCIDENT","PHILADELPHIA FSDO","N96MA","","","PIPER","PA31","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","02-APR-26","22-MAR-26","01:00:00Z","CHEHALIS","WASHINGTON","UNITED STATES","AIRCRAFT PORPOISED ON LANDING CAUSING DAMAGE, CHEHALIS, WA.","ACCIDENT","SPOKANE FSDO","N163TW","","","CESSNA","162","No","SUBSTANTIAL","INSTRUCTION","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","02-APR-26","01-APR-26","21:03:00Z","VERO BEACH","FLORIDA","UNITED STATES","AIRCRAFT STRUCK A BIRD AND POST FLIGHT INSPECTION REVEALED A DENT IN THE LEFT WING LEADING EDGE, VERO BEACH, FL.","INCIDENT","ORLANDO FSDO","N8583N","SFY659","SKYBORNE AIRLINE ACADEMY","PIPER","PA28R","No","UNKNOWN","FAR 141 PILOT SCHOOL","EN ROUTE (ENR)","91","NONE","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","02-APR-26","02-APR-26","00:12:00Z","EL PASO","TEXAS","UNITED STATES","AIRCRAFT REPORTED A NOSE GEAR STEERING ISSUE AND WENT INTO THE DIRT WHLE ATTEMPTING TO TURN LEFT OFF THE RUNWAY, EL PASO, TX.","INCIDENT","ALBUQUERQUE FSDO","N770TR","PKW585","PAK WEST AIRLINES","FAIRCHILD","SA227BC","No","MINOR","CARGO","LANDING (LDG)","135","NONE","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","03-APR-26","02-APR-26","16:41:00Z","MONROE","GEORGIA","UNITED STATES","AIRCRAFT LANDED AND WENT INTO A DITCH AND THE NOSE GEAR COLLAPSED, MONROE, GA.","INCIDENT","ATLANTA FSDO","N5283R","","","CESSNA","172","No","UNKNOWN","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
