"UPDATED","ENTRY_DATE","EVENT_LCL_DATE","EVENT_LCL_TIME","LOC_CITY_NAME","LOC_STATE_NAME","LOC_CNTRY_NAME","RMK_TEXT","EVENT_TYPE_DESC","FSDO_DESC","REGIST_NBR","FLT_NBR","ACFT_OPRTR","ACFT_MAKE_NAME","ACFT_MODEL_NAME","ACFT_MISSING_FLAG","ACFT_DMG_DESC","FLT_ACTIVITY","FLT_PHASE","FAR_PART","MAX_INJ_LVL","FATAL_FLAG","FLT_CRW_INJ_NONE","FLT_CRW_INJ_MINOR","FLT_CRW_INJ_SERIOUS","FLT_CRW_INJ_FATAL","FLT_CRW_INJ_UNK","CBN_CRW_INJ_NONE","CBN_CRW_INJ_MINOR","CBN_CRW_INJ_SERIOUS","CBN_CRW_INJ_FATAL","CBN_CRW_INJ_UNK","PAX_INJ_NONE","PAX_INJ_MINOR","PAX_INJ_SERIOUS","PAX_INJ_FATAL","PAX_INJ_UNK","GRND_INJ_NONE","GRND_INJ_MINOR","GRND_INJ_SERIOUS","GRND_INJ_FATAL","GRND_INJ_UNK","Unk inj none","Unk inj minor","Unk inj serious","Unk inj fatal","Unk inj unk"
"No","03-MAR-26","02-MAR-26","20:13:00Z","KEMAH","TEXAS","UNITED STATES","AIRCRAFT CRASHED WHILE RETURNING TO BASE AND POST CRASH FIRE, KEMAH, TX.","ACCIDENT","HOUSTON FSDO","UAS","","","AEROVIRONMENT","HUMMINGBIRD V2","No","DESTROYED","UNKNOWN","LANDING (LDG)","135","NONE","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","03-MAR-26","02-MAR-26","22:57:00Z","ATWATER","CALIFORNIA","UNITED STATES","AIRCRAFT ON AUTONOMOUS TEST FLIGHT, THE WIND CAUSED UAS TO DESCEND AND CRASHED INTO THE GROUND AND CAUGHT FIRE, ATWATER, CA.","ACCIDENT","FRESNO FSDO","N258MF","","","MIGHTYFLY","MF-100","No","DESTROYED","OTHER","EN ROUTE (ENR)","91","NONE","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","03-MAR-26","02-MAR-26","18:34:00Z","SUGAR GROVE","ILLINOIS","UNITED STATES","AIRCRAFT NOSE GEAR COLLAPSED ON LANDING, SUGAR GROVE, IL.","INCIDENT","GREATER CHICAGO FSDO","N430JW","","","EVEKTOR-AEROTECHNIK","HARMONY","No","UNKNOWN","INSTRUCTION","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","03-MAR-26","02-MAR-26","17:02:00Z","DAYTONA BEACH","FLORIDA","UNITED STATES","AIRCRAFT STRUCK A BIRD AND POST FLIGHT INSPECTION REVEALED A DENT IN THE LEFT WING TIP, DAYTONA BEACH, FL.","INCIDENT","ORLANDO FSDO","N3735F","","","CESSNA","172","No","MINOR","INSTRUCTION","APPROACH (APR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","03-MAR-26","27-FEB-26","19:00:00Z","CONWAY","ARKANSAS","UNITED STATES","AIRCRAFT EXPERIENCED ENGINE FAILURE DURING CLIMBOUT AND LANDED IN THE GRASS HALF MILE OFF THE DEPARTURE END OF THE RUNWAY, CONWAY, AR.","INCIDENT","LITTLE ROCK FSDO","N7842G","","","CESSNA","172","No","NONE","PERSONAL","INITIAL CLIMB (ICL)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","03-MAR-26","02-MAR-26","00:10:00Z","NEW YORK","NEW YORK","UNITED STATES","AIRCRAFT EXPERIENCED ENGINE ISSUES AND MADE AN EMERGENCY LANDING ON THE HUDSON RIVER, NEW YORK, NY.","INCIDENT","FARMINGDALE FSDO","N1560E","","","CESSNA","172","No","UNKNOWN","SIGHT SEEING","EN ROUTE (ENR)","91","MINOR","No","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","11-MAR-26","10-MAR-26","02:00:00Z","MADISON","WISCONSIN","UNITED STATES","AIRCRAFT ENCOUNTERED LIGHT TURBULENCE OVER A LAKE WHILE INBOUND TO HOSPITAL HELIPORT AND POST FLIGHT INSPECTION REVEALED DAMAGE TO THE HORIZONTAL STABLIZER, MADISON, WI.","INCIDENT","MILWAUKEE FSDO","N103MT","","","EUROCOPTER","MBB-BK-117 C-2","No","UNKNOWN","AMBULANCE","EN ROUTE (ENR)","135","NONE","No","1","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","11-MAR-26","09-MAR-26","18:50:00Z","SOLON SPRINGS","WISCONSIN","UNITED STATES","AIRCRAFT ON LANDING, VEERED OFF RUNWAY AND STRUCK A SNOWBANK AND FLIPPED OVER, SOLON SPRINGS, WI.","ACCIDENT","MINNEAPOLIS FSDO","N61761","","","CESSNA","172","No","SUBSTANTIAL","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","11-MAR-26","10-MAR-26","22:01:00Z","UNION","SOUTH CAROLINA","UNITED STATES","AIRCRAFT CRASHED IN A FIELD UNDER UNKNOWN CIRCUMSTANCES, UNION, SC.","ACCIDENT","COLUMBIA FSDO","N4832W","","","ROCKWELL INTERNATIONAL","114","No","SUBSTANTIAL","PERSONAL","EN ROUTE (ENR)","91","MINOR","No","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"No","11-MAR-26","10-MAR-26","18:17:00Z","LOS ANGELES","CALIFORNIA","UNITED STATES","AIRCRAFT LANDED AND POST FLIGHT INSPECTION REVEALED PARTS OF #2 ENGINE THRUST REVERSER WAS MISSING, LOS ANGELES, C.","INCIDENT","LOS ANGELES FSDO","N108NN","AAL373","AMERICAN AIRLINES","AIRBUS","A321","No","UNKNOWN","COMMERCIAL","UNKNOWN (UNK)","121","NONE","No","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
